,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MB-0517,-0.092135996,1.4073234,-0.2802911,-0.560222,-0.61149657,-0.49485293,-0.5703861,-0.048585176,0.28367126,0.47638404,-0.518791,-0.10069728,-0.70214677,0.17102516,1.4884558,1.1745722,-0.53433836,-0.70086503,1.7957194,-0.30890015,0.66454875,-0.21951306,-0.49579972,-0.6533296,0.45929933,-0.31994355,-0.3645919,-0.5133693,-0.43299028,1.6032449,-0.51372105,1.6435443,-0.78077316,0.25799042,0.5086372,-0.606918,-0.608121,0.5823827,-0.72142684,1.0057251,-0.51725173,-0.7769596,-0.6175285,-0.6152484,1.0025754,-0.8497385,-0.6377702,1.7270389,-0.31599972,-0.52430356
MB-0155,4.2218027,-0.7262726,-0.5691869,-0.560222,1.2158777,-0.49485293,3.3676813,-0.55815756,-0.75988466,-0.6842122,3.467619,-0.2649164,2.057847,-0.4877696,-0.67244315,-0.8436509,-0.04586935,0.0017513037,-0.6030388,-0.80296034,-0.763803,-0.49798006,-0.49579972,-0.6533296,3.0372267,-0.580621,-0.3645919,-0.26327348,-0.4886482,-0.642254,-0.51372105,-0.623361,1.0433474,2.8287985,3.6602755,-0.606918,-0.608121,-0.24760924,-0.72142684,-0.81893384,0.75064826,-0.7769596,-0.6175285,2.7614846,-0.22915666,1.5816704,-0.6377702,-0.7523954,-0.60825086,-0.52430356
MB-0428,0.08948004,-0.7262726,-0.5691869,-0.560222,1.3118995,0.5945469,-0.47099966,-0.26391163,-0.17940134,-0.6842122,0.6247538,0.66807383,-0.14709395,-0.4877696,-0.67244315,-0.8436509,2.083701,-0.70086503,-0.6030388,0.7962082,2.0346882,-0.49798006,-0.49579972,-0.6533296,1.3775907,1.1718298,-0.3645919,-0.32137862,-0.10526267,-0.642254,-0.51372105,-0.623361,1.5194705,1.3500354,-0.029833794,-0.606918,-0.2239623,-0.3949252,0.11101377,1.4174834,1.8147032,-0.042519093,-0.5718518,1.7223248,-0.30516937,-0.10543704,0.91923475,-0.7523954,1.5458887,-0.52430356
MB-0117,-0.5585006,0.29261816,-0.5691869,-0.560222,-0.31574687,0.54685295,-0.5703861,0.44331205,1.1983427,0.11221695,-0.518791,1.5989759,-0.4810021,-0.4877696,1.4449677,-0.29064423,1.5026793,-0.70086503,0.47701,-0.07442999,1.5130086,-0.49798006,-0.3073448,-0.6533296,0.046230793,0.6518985,0.47902715,-0.5133693,-0.26728588,-0.024148405,-0.51372105,1.7004601,-0.78077316,0.5369094,0.421131,-0.606918,-0.608121,0.19523463,-0.72142684,1.8555905,-0.09408963,-0.7769596,-0.10268545,-0.6152484,0.11819738,-0.8497385,-0.6377702,0.25004554,-0.07510263,-0.52430356
MB-0906,2.5287292,-0.7262726,0.0855245,-0.560222,-0.16911682,-0.49485293,0.49822003,0.7733722,0.853917,-0.6842122,1.5765996,0.057404995,3.544132,-0.4877696,-0.67244315,-0.8436509,-0.34155887,0.3487618,-0.6030388,1.4704762,-0.763803,-0.49798006,-0.49579972,-0.4621802,1.2481728,-0.31210223,-0.3645919,0.2750033,0.26971623,-0.642254,-0.51372105,-0.623361,0.3871715,1.6507385,2.2830753,-0.606918,-0.13416973,-0.3949252,-0.72142684,-1.7344952e-05,2.6471457,-0.7769596,-0.6175285,1.5034354,-0.30516937,1.7268249,-0.6377702,-0.12130964,-0.3099656,-0.52430356
MB-0249,-0.5585006,-0.7262726,3.1272037,-0.560222,-0.61149657,-0.49485293,-0.40388012,4.366057,-0.5606249,-0.6842122,-0.518791,-0.51565665,0.8749398,-0.4877696,-0.67244315,-0.8436509,-0.5882962,0.024941385,-0.6030388,4.4326887,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,3.1099799,0.442401,-0.5133693,4.4357896,-0.642254,-0.51372105,-0.623361,1.6537802,-0.7018208,-0.45988846,-0.606918,3.4496717,-0.3949252,2.5938363,0.7345693,4.728402,1.5868204,-0.6175285,0.15587825,-0.30516937,2.514986,-0.1409108,-0.7523954,-0.60825086,0.15221798
MB-0660,-0.5585006,-0.7262726,3.93057,-0.560222,-0.61149657,-0.49485293,-0.2819045,5.1672406,-0.8287443,-0.6842122,-0.518791,-0.51565665,0.680105,-0.4877696,-0.67244315,-0.8436509,-0.5882962,0.3764875,-0.6030388,5.4409866,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,3.7518537,0.7803033,-0.5133693,5.4876256,-0.642254,-0.51372105,-0.623361,1.9870808,-0.7018208,-0.3976828,-0.606918,3.626933,-0.3949252,3.1326365,0.22282135,5.5695286,1.8941042,-0.6175285,-0.017573237,-0.30516937,2.9952402,-0.43562803,-0.7523954,-0.60825086,0.64705324
MB-0497,-0.37428385,-0.6054206,-0.5434326,-0.560222,0.889464,1.1411802,-0.5703861,0.08986539,-0.47528976,-0.6842122,-0.518791,0.62039214,0.91425824,-0.4877696,0.123214185,-0.8436509,2.0648859,-0.70086503,-0.6030388,0.5031263,1.5752325,-0.49798006,-0.49579972,-0.6533296,0.06639415,2.5338473,0.6119175,-0.5133693,-0.026527613,-0.642254,-0.51372105,0.38647068,-0.34674647,0.36404377,-0.35399726,-0.606918,-0.608121,0.40758136,-0.54450476,2.5565472,1.306387,-0.7769596,0.49474126,0.16859287,-0.29448378,-0.8497385,-0.20868525,-0.09136492,0.9832969,0.51526105
MB-0434,-0.5585006,-0.7262726,2.5371172,-0.55233234,-0.61149657,-0.49485293,-0.08830708,2.4770236,-0.8287443,-0.6842122,-0.518791,-0.51565665,-0.70214677,-0.4877696,-0.37475064,-0.8436509,-0.5882962,0.32664275,-0.6030388,2.9611282,-0.763803,-0.49798006,-0.49579972,-0.6533296,-0.57328403,2.390655,0.49476135,-0.5133693,2.9299324,-0.642254,-0.16874766,-0.623361,1.9713285,-0.7018208,-0.6076721,-0.606918,2.3311055,-0.3949252,2.6067648,-0.81893384,3.474586,2.5749688,-0.6175285,-0.3065949,-0.30516937,1.4355289,1.7305498,-0.7523954,-0.60825086,0.12775248
MB-0143,-0.5585006,0.47785974,-0.5691869,0.35827553,-0.61149657,-0.10905537,-0.5703861,-0.55815756,0.12444115,-0.6842122,-0.518791,-0.34040952,-0.70214677,0.18952882,1.3534133,1.0121927,0.29614186,-0.70086503,0.17223215,-0.80296034,0.054899156,0.5030028,-0.34540957,-0.6441789,-0.28476584,-0.580621,-0.3645919,-0.5133693,-0.4886482,0.6495713,-0.4810334,1.7884899,-0.78077316,0.240681,-0.16399723,-0.38240308,-0.608121,-0.3430597,-0.72142684,0.44139624,-0.3665548,-0.7769596,1.9928737,-0.6152484,1.0572271,-0.8497385,-0.6377702,-0.3236807,-0.030030489,-0.52430356
